"","WordPair","ID.true","Experiment","Response","Valence","Conceptual","FeatureMatch","ExperimentType"
"20451","enlighten-running","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20452","arrive-leave","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20453","writhe-terror","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",64,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20454","bleed-resent","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",33,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20455","kindness-admire","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",11,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20456","compassion-chocolate","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20457","mud-anxiety","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20458","admire-breathe","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",3,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20459","admire-enlighten","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",11,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20460","use-employ","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",87,NA,NA,"SimilarControl","Similarity"
"20461","add-remove","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20462","need-require","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20463","compassion-inspiration","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",71,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20464","imagine-breathe","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20465","give-take","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20466","writhe-grief","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",63,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20467","befall-obsess","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",30,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20468","gratitude-admire","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20469","gratitude-flowers","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",71,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20470","toxin-mud","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",71,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20471","admire-glide","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",83,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20472","admire-fulfill","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",22,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20473","help-assist","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20474","rise-fall","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20475","begin-start","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20476","gratitude-inspiration","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",68,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20477","enlighten-eat","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20478","come-go","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20479","fester-grief","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",61,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20480","stab-resent","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",67,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20481","gratitude-imagine","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",64,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20482","gratitude-fireplace","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",56,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20483","corpse-terror","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",66,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20484","cherish-glide","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",59,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20485","cherish-imagine","67f1cc26973bd7f41512c209","Ex4: Syntactic (N v. V)",32,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20486","enter-exit","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20487","show-display","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20488","kindness-fireplace","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",42,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20489","fester-terror","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",71,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20490","writhe-exploit","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",76,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20491","mud-corpse","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20492","freedom-gratitude","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",77,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20493","add-remove","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20494","fulfill-breathe","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",86,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20495","cherish-breathe","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",63,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20496","enlighten-imagine","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",83,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20497","end-finish","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20498","inspiration-fulfill","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",71,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20499","come-go","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",3,NA,NA,"DissimilarControl","Similarity"
"20500","use-employ","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",69,NA,NA,"SimilarControl","Similarity"
"20501","kindness-flowers","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",78,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20502","stab-anxiety","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",28,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20503","fester-writhe","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",62,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20504","corpse-anxiety","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",63,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20505","compassion-inspiration","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",86,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20506","give-take","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20507","admire-glide","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",67,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20508","imagine-breathe","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",67,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20509","cherish-imagine","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",77,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20510","get-obtain","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20511","kindness-cherish","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",82,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20512","open-close","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",2,NA,NA,"DissimilarControl","Similarity"
"20513","speak-talk","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20514","compassion-chocolate","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",36,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20515","writhe-hatred","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",78,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20516","bleed-befall","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",34,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20517","toxin-grief","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",64,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20518","gratitude-kindness","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20519","arrive-leave","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20520","cherish-glide","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",65,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20521","admire-running","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",40,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20522","admire-fulfill","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",70,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20523","ask-inquire","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",94,NA,NA,"SimilarControl","Similarity"
"20524","kindness-admire","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",91,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20525","increase-decrease","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",1,NA,NA,"DissimilarControl","Similarity"
"20526","help-assist","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20527","gratitude-home","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",73,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20528","bleed-failure","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",39,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20529","choke-stab","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",77,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20530","mud-grief","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",64,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20531","gratitude-inspiration","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",91,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20532","push-pull","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20533","fulfill-eat","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",93,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20534","admire-flowers","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",86,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20535","cherish-enlighten","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",89,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20536","need-require","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",75,NA,NA,"SimilarControl","Similarity"
"20537","kindness-imagine","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",70,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20538","rise-fall","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20539","begin-start","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20540","inspiration-flowers","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",82,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20541","bleed-grief","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",70,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20542","befall-obsess","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",50,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20543","garbage-failure","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",69,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20544","compassion-freedom","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",83,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20545","begin-end","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20546","admire-breathe","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",82,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20547","fulfill-flowers","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",75,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20548","cherish-fulfill","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",76,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20549","buy-purchase","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20550","inspiration-cherish","59f0acf65de9b000017ed914","Ex4: Syntactic (N v. V)",76,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20551","get-obtain","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20552","push-pull","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20553","bleed-anxiety","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20554","enlighten-imagine","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20555","gratitude-admire","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",98,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20556","gratitude-inspiration","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20557","use-employ","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,NA,NA,"SimilarControl","Similarity"
"20558","criticize-exploit","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20559","kindness-chocolate","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20560","garbage-anxiety","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20561","admire-glisten","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20562","cherish-home","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20563","rise-fall","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20564","show-display","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20565","begin-end","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20566","fester-failure","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20567","admire-imagine","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20568","kindness-enlighten","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20569","compassion-inspiration","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20570","buy-purchase","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20571","writhe-obsess","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20572","compassion-chocolate","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20573","corpse-anxiety","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20574","cherish-running","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20575","cherish-fireplace","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20576","enter-exit","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20577","begin-start","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20578","add-remove","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20579","stab-grief","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20580","admire-fulfill","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20581","inspiration-admire","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20582","compassion-freedom","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20583","end-finish","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20584","writhe-befall","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20585","kindness-fireplace","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20586","corpse-slave","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20587","cherish-glisten","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20588","imagine-chocolate","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",3,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20589","give-take","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20590","help-assist","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20591","increase-decrease","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20592","choke-grief","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20593","fulfill-imagine","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20594","compassion-imagine","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20595","freedom-kindness","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20596","need-require","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20597","writhe-bleed","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20598","freedom-flowers","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20599","mud-hatred","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20600","cherish-eat","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20601","enlighten-breathe","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20602","open-close","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20603","ask-inquire","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20604","arrive-leave","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20605","fester-grief","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20606","enlighten-fulfill","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20607","inspiration-cherish","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20608","inspiration-kindness","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20609","speak-talk","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20610","choke-stab","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20611","gratitude-chocolate","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20612","terror-failure","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20613","imagine-glide","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20614","enlighten-beach","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20615","come-go","67d0c73d781bc022a088d11f","Ex4: Syntactic (N v. V)",99,NA,NA,"DissimilarControl","Similarity"
"20616","increase-decrease","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20617","ask-inquire","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20618","enlighten-eat","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20619","cherish-imagine","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20620","admire-glide","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20621","corpse-hatred","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20622","give-take","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20623","compassion-inspiration","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20624","help-assist","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20625","stab-resent","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"NegativeMatch","VerbMatch","MaxMatch","Similarity"
"20626","inspiration-flowers","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:noun","ConceptualMatchingOnly","Similarity"
"20627","gratitude-imagine","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMatch","NounMismatch","ValenceMatchingOnly","Similarity"
"20628","fester-failure","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"NegativeMatch","VerbMismatch","ValenceMatchingOnly","Similarity"
"20629","begin-end","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20630","end-finish","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
"20631","imagine-glisten","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","VerbMismatch","MaxMismatch","Similarity"
"20632","admire-enlighten","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMatch","VerbMatch","MaxMatch","Similarity"
"20633","fulfill-eat","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMismatch","ConceptualMatch:verb","ConceptualMatchingOnly","Similarity"
"20634","toxin-hatred","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"NegativeMatch","NounMatch","MaxMatch","Similarity"
"20635","arrive-leave","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,NA,NA,"DissimilarControl","Similarity"
"20636","gratitude-kindness","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",0,"PositiveMatch","NounMatch","MaxMatch","Similarity"
"20637","begin-start","660eab035821349c9d01e870","Ex4: Syntactic (N v. V)",99,NA,NA,"SimilarControl","Similarity"
